樱	-0.550802 
可能	-0.551238 
搜狐	-0.551325 
个膜贴	-0.551413 
首	-0.551544 
苏一凡	-0.552480 
让伦	-0.552634 
散热器	-0.552636 
弄	-0.553037 
帮忙	-0.555299 
记性	-0.555593 
柒	-0.555596 
官方检测	-0.556245 
那段	-0.557078 
推崇	-0.557443 
牵牛	-0.557898 
热身	-0.558316 
鸡毛	-0.558423 
不容	-0.558981 
屏幕没有	-0.559176 
出路	-0.559386 
里面	-0.559455 
说是	-0.559550 
冒泡	-0.560489 
杀	-0.560705 
庐	-0.560883 
18万8.	-0.560915 
一会	-0.560933 
带	-0.561221 
致以	-0.561278 
胡涂	-0.561311 
上音效	-0.561487 
起始	-0.561524 
贞树	-0.561743 
贼	-0.562015 
手纹	-0.562118 
达	-0.562226 
个星期	-0.563015 
风神	-0.563591 
个没有	-0.563857 
典礼	-0.564267 
满	-0.564504 
荧幕	-0.564634 
自选	-0.564841 
桃花源	-0.565147 
磨练	-0.565154 
一出来	-0.565318 
掌柜	-0.565365 
互换	-0.565882 
上送货速度	-0.565958 
省时	-0.566006 
姨妈	-0.566228 
快当	-0.566916 
溜溜溜溜溜	-0.566999 
神人	-0.567046 
申购	-0.567287 
锁超	-0.567319 
更换版本	-0.567336 
冰镇	-0.567417 
上部电脑	-0.567464 
一台电脑	-0.568005 
大米	-0.568617 
暖	-0.569037 
红红	-0.569313 
西楚	-0.569325 
五十二秒	-0.570041 
十八万二千	-0.570565 
重启中	-0.570679 
之外	-0.570814 
15+万	-0.570820 
作证	-0.570972 
个逆战	-0.570996 
难	-0.571059 
霸主	-0.571632 
18分	-0.571641 
零食	-0.571814 
晕乎乎	-0.571989 
因果	-0.572472 
汉字	-0.572522 
明码	-0.572684 
护法	-0.573124 
车库	-0.573236 
冯	-0.573398 
奥	-0.573650 
赛艇	-0.574086 
香飞	-0.574174 
试一下	-0.574280 
价钱	-0.575171 
勘	-0.575522 
礼赞	-0.575599 
冲杀	-0.576586 
通	-0.576700 
老弟	-0.577094 
16.46万	-0.577106 
大汉	-0.577399 
上评论	-0.577736 
一元	-0.578000 
做到	-0.578519 
个控制	-0.578824 
个火影	-0.578919 
琐事	-0.578969 
四面	-0.579607 
雷云	-0.579723 
明说	-0.580627 
头	-0.580807 
泪水	-0.580964 
卡顿	-0.581043 
期间	-0.581049 
一分为	-0.581224 
作	-0.581271 
可见一斑	-0.581838 
兹兹	-0.581907 
一百八	-0.581933 
对象	-0.582311 
之内	-0.582485 
娘儿	-0.582741 
包装业	-0.582798 
呼声	-0.583058 
合璧	-0.583359 
一如既往	-0.583967 
天数	-0.584060 
北极光	-0.584177 
发扬光大	-0.584537 
配器	-0.584772 
个实际	-0.584982 
好评好评好评	-0.585234 
不能不	-0.585333 
漏风	-0.586193 
免费装	-0.587661 
美娜	-0.587863 
滚烫	-0.588451 
个颜值	-0.588804 
75秒	-0.588893 
贵	-0.589782 
金牛和摩	-0.589841 
不消	-0.590071 
改行	-0.590171 
格真	-0.590276 
客服	-0.590949 
巨	-0.592399 
博君一	-0.592946 
远行	-0.593000 
威海	-0.593037 
十一二秒	-0.593179 
舍友代	-0.593328 
用鲁	-0.593501 
宜昌	-0.593588 
碰到	-0.593658 
速度非常	-0.593707 
游戏性能	-0.593904 
个玩游戏	-0.594134 
份	-0.594162 
不言而喻	-0.594397 
56十	-0.594604 
师姐	-0.594772 
和和	-0.594792 
蹲点	-0.595039 
摸清	-0.595077 
拜	-0.595918 
放牛	-0.596065 
毫不讳言	-0.596074 
温十用	-0.596163 
发出	-0.596323 
优化	-0.596781 
喜新厌旧	-0.596869 
７秒	-0.597531 
召回	-0.597838 
翻脸	-0.598041 
@比想象中的棒很多	-0.598261 
洒	-0.598421 
感受	-0.598643 
大唐	-0.598658 
酱紫	-0.598701 
籽	-0.598721 
温七	-0.598793 
个原装系统	-0.599024 
标灯	-0.599552 
扛扛	-0.600170 
伤	-0.600268 
网络	-0.600396 
三千八	-0.600966 
当时	-0.601911 
卡机	-0.602218 
均值	-0.602446 
雷神真	-0.603017 
亮光	-0.603454 
民工	-0.603536 
沟	-0.603591 
从来	-0.603624 
稀烂	-0.603991 
对不住	-0.604373 
和龙	-0.604379 
老爷子	-0.604846 
离奇	-0.605005 
这话	-0.605041 
戴耳	-0.605116 
村长	-0.605397 
降	-0.605675 
混迹	-0.605968 
20+万	-0.605971 
速度比较	-0.606144 
梦寐	-0.606317 
刚性	-0.606484 
盗	-0.606706 
如实	-0.606837 
常	-0.607009 
vga口	-0.607540 
见长	-0.607641 
赔本	-0.607696 
里头	-0.608273 
上性能	-0.608507 
礼品	-0.608630 
相貌	-0.608882 
加湿器	-0.608970 
各有所长	-0.609193 
真相	-0.609315 
帅	-0.609461 
铁锈	-0.609745 
现象	-0.609785 
个流氓	-0.609954 
置	-0.610084 
马拉松	-0.611557 
终点	-0.611709 
金光	-0.611761 
关系	-0.611794 
顺心	-0.612054 
凝滞	-0.612167 
三者	-0.612804 
鳞	-0.612988 
估计	-0.613070 
成品	-0.613216 
40分	-0.613325 
一块儿	-0.613414 
个合作	-0.613492 
全盘	-0.613821 
32万	-0.614026 
并排	-0.614465 
犀牛	-0.614697 
光秃秃	-0.615135 
波纹	-0.615360 
夸夸其谈	-0.615374 
网网	-0.615870 
风	-0.615962 
身高	-0.615983 
8.12十	-0.616414 
是否	-0.616799 
潜水	-0.617033 
香宾金	-0.617040 
分手	-0.617197 
改过	-0.617657 
顾名思义	-0.617764 
小时	-0.617974 
上热情	-0.618287 
9万2	-0.618439 
分区	-0.618520 
小许	-0.618778 
个客服服务	-0.618933 
主流	-0.619182 
仪器	-0.619215 
吹冷风	-0.619276 
方法	-0.619369 
长城	-0.620146 
漏光	-0.620219 
导师	-0.620438 
一眨眼	-0.620726 
刚才	-0.620783 
立足	-0.620965 
老华	-0.621008 
送货速度	-0.621133 
远	-0.621365 
坐等	-0.621691 
一天开机	-0.621762 
瞎	-0.622030 
十七万八千	-0.623002 
电动车	-0.623435 
清醒	-0.623552 
东	-0.623629 
杰伦	-0.624165 
臂力	-0.624239 
十四万六	-0.624272 
科研	-0.624415 
日后	-0.624715 
新机	-0.624788 
局域网	-0.624836 
机子运行	-0.624859 
嚷嚷	-0.625030 
上反应速度	-0.625170 
办法	-0.625204 
合理化	-0.625306 
本分	-0.625736 
个惠普	-0.626198 
干净	-0.626613 
拖泥带水	-0.626851 
旗舰店	-0.626908 
人大	-0.626984 
舟炫龙	-0.627197 
不停	-0.627471 
融为一体	-0.627662 
一大大	-0.627745 
瞎子	-0.627801 
门	-0.627964 
拨款	-0.628072 
卖好	-0.628120 
剑三全	-0.628253 
四五	-0.628296 
外勤	-0.628326 
主板	-0.628480 
六	-0.629066 
臭骂	-0.629106 
家店	-0.629281 
个960m	-0.629809 
全景	-0.630486 
八	-0.630655 
审	-0.630912 
木叶	-0.631065 
离职	-0.631230 
见世面	-0.631268 
作响	-0.631404 
枕头	-0.631453 
备课	-0.631493 
园园	-0.631618 
辅	-0.631852 
人流量	-0.631957 
大半	-0.631962 
11.6万	-0.631969 
总厂	-0.632281 
添麻烦	-0.632429 
嫉恶如仇	-0.632543 
邻省	-0.632566 
大写字母	-0.632686 
大雅	-0.632984 
防守	-0.633003 
详情	-0.633021 
真心话	-0.633180 
艾妮	-0.633381 
阿凡达	-0.633407 
方方面面	-0.633571 
眼红	-0.633640 
市电	-0.633800 
上音乐	-0.633892 
包办	-0.633896 
儿	-0.634217 
淡薄	-0.634444 
征途	-0.634462 
喉咙	-0.634539 
救急	-0.634671 
憎	-0.634762 
态势	-0.635203 
相好	-0.635256 
双日	-0.635522 
法帖	-0.635592 
错怪	-0.636046 
隐隐	-0.636150 
卡兹卡兹	-0.636261 
圹	-0.636377 
上独立显卡	-0.636608 
个后台	-0.636638 
可以可以可以可以	-0.636730 
宛如	-0.637285 
例行	-0.637660 
原木	-0.637712 
忒	-0.637841 
美男子	-0.638236 
况	-0.638287 
没有鼠标没有	-0.638395 
上投诉	-0.638627 
行者	-0.638674 
映	-0.638864 
褒贬不一	-0.639050 
上一	-0.639097 
端点	-0.639181 
优点	-0.639741 
梵高	-0.639827 
包装	-0.640195 
个宽带	-0.640264 
大年夜	-0.640313 
蒙混过关	-0.640453 
叫声	-0.640578 
别买戴尔	-0.640964 
待命	-0.641019 
懒	-0.641309 
矮子	-0.641347 
考试	-0.641473 
工人	-0.641514 
心里有数	-0.642090 
凡响	-0.642177 
装机	-0.642470 
二十五万	-0.642497 
上不错	-0.642544 
过得硬	-0.642967 
双边	-0.643219 
现场感	-0.643236 
完美屏	-0.643496 
国庆	-0.643558 
上飞机	-0.643652 
年前	-0.643884 
试验	-0.643952 
长方体	-0.644108 
十四	-0.644311 
百分之九十七	-0.644670 
本原	-0.645073 
设置完成	-0.645501 
七	-0.645767 
退后	-0.646084 
炸	-0.646182 
台式	-0.646266 
散热	-0.646331 
特卡	-0.646340 
上雷神	-0.646578 
老师傅	-0.646874 
保	-0.646967 
蹲	-0.647047 
逗人	-0.647210 
呵呵	-0.647220 
个确认	-0.647303 
连带	-0.647601 
孤注一掷	-0.647714 
青云	-0.647924 
小熊	-0.647949 
个牛逼	-0.648242 
差差差差差差差	-0.648462 
偏信	-0.648562 
货车	-0.648751 
挂花	-0.648785 
电脑卡爆	-0.648809 
个坑爹	-0.648853 
冷	-0.648903 
吭	-0.648910 
晾干	-0.648931 
驻	-0.649687 
啦啦	-0.649691 
台式机	-0.649994 
排行榜	-0.650076 
个明显	-0.650086 
接连	-0.650134 
一收到	-0.650218 
一台机	-0.650269 
个评测	-0.650382 
诺顿	-0.650451 
柏强	-0.650503 
蓝光屏	-0.650851 
灵动	-0.650916 
行家	-0.651143 
过夜	-0.651321 
夺目	-0.651455 
合伙人	-0.651602 
晒图	-0.651624 
旗子	-0.651682 
德芙	-0.651788 
受益匪浅	-0.651952 
王磊	-0.652294 
买进	-0.652511 
形变	-0.652600 
对偶	-0.652667 
一呼百应	-0.652920 
进一步	-0.652933 
梅梅都	-0.652946 
李涛	-0.652960 
简简单单	-0.653045 
事实	-0.653438 
考证	-0.653456 
坏话	-0.653551 
小硕	-0.653688 
硬实	-0.653877 
上效果	-0.654038 
提手	-0.654288 
百分之九十一	-0.654403 
调整	-0.654427 
代购	-0.654487 
早期	-0.654504 
杵	-0.654516 
讲明	-0.654596 
奥运会	-0.654752 
色素	-0.654838 
包鼠	-0.655210 
豁达	-0.655297 
电脑散热	-0.655352 
光怪陆离	-0.655521 
光大	-0.656333 
王大可	-0.656334 
锁屏	-0.656355 
转送	-0.656479 
听课	-0.656632 
文件名	-0.656862 
忠于	-0.657136 
沦陷	-0.657180 
姐夫	-0.657260 
堂弟	-0.657326 
赠	-0.657586 
尺寸	-0.657693 
短短	-0.657831 
发起	-0.657875 
记者	-0.657888 
巨资	-0.658173 
全程	-0.658268 
中途	-0.658286 
珊瑚	-0.658572 
名不副实	-0.658753 
放开	-0.658921 
拆机	-0.658960 
上目前	-0.659052 
体改	-0.659326 
献	-0.659365 
噫	-0.659979 
准星	-0.660019 
积聚	-0.660082 
专递	-0.660458 
南孚	-0.660566 
良	-0.660708 
皇子	-0.660773 
不惜	-0.660830 
零八秒	-0.660875 
扬帆	-0.660929 
专人	-0.661222 
送来	-0.661418 
插曲	-0.661443 
上差不多	-0.661572 
连宿友	-0.661586 
打鼓	-0.661870 
盘	-0.662161 
军路	-0.662216 
马蓝	-0.662238 
一待机	-0.662257 
旅行包	-0.662391 
毯子	-0.662445 
斥	-0.662605 
气候	-0.662685 
装甲	-0.662705 
天大	-0.662793 
共用	-0.662939 
天时	-0.663076 
个正品	-0.663283 
齐齐	-0.664020 
个免费	-0.664217 
大功率	-0.664231 
近来	-0.664233 
上开始	-0.664264 
飞往	-0.664274 
足不出户	-0.664372 
电量	-0.664400 
格调	-0.664430 
默认	-0.664454 
相比	-0.664549 
梅梅	-0.664746 
娜娜	-0.664843 
熟客	-0.664956 
官网发	-0.665258 
北极星	-0.665457 
志	-0.665587 
市面	-0.665677 
十一一	-0.665732 
周才来	-0.665897 
后头	-0.665991 
省力	-0.666076 
制动	-0.666097 
偎	-0.666102 
通邮	-0.666144 
合力	-0.666283 
放血	-0.666353 
用品	-0.666408 
闻名	-0.666422 
外省	-0.666449 
朱	-0.666483 
个回答	-0.667011 
烫	-0.667104 
照相	-0.667292 
数次	-0.667507 
通才	-0.667696 
个图标	-0.667703 
怨不得	-0.667851 
12万+	-0.667906 
部署	-0.667918 
个备用	-0.668044 
来华	-0.668137 
下狠心	-0.668234 
失望失望	-0.668383 
喜滋滋	-0.668409 
反手	-0.668433 
焕然一新	-0.668481 
轻轻地	-0.668625 
影像	-0.668677 
爱比比	-0.668872 
老爹	-0.668937 
舅舅	-0.668998 
家小	-0.669101 
换电脑	-0.669558 
稳	-0.670087 
济	-0.670295 
小屏	-0.670358 
战雷	-0.670482 
当初	-0.670532 
波斯	-0.670573 
个路由器	-0.670810 
冠	-0.671068 
一共	-0.671118 
督	-0.671203 
同桌	-0.671302 
干瞪眼	-0.671310 
定制	-0.671351 
个网络游戏	-0.671446 
磨	-0.671504 
备	-0.671701 
全身	-0.671817 
亲戚	-0.672130 
游泳	-0.672172 
2.3万	-0.672173 
满意满意满意	-0.672309 
觞	-0.672317 
终生	-0.672372 
感触	-0.672517 
乒乓球	-0.672702 
宝杨	-0.672978 
个礼品	-0.673294 
一购物	-0.673322 
接替	-0.673394 
领导人	-0.673520 
信誓旦旦	-0.673555 
亟	-0.673595 
州	-0.673687 
感人肺腑	-0.673818 
糖	-0.673991 
杂七杂八	-0.674102 
黑一波	-0.674113 
回顾	-0.674663 
名	-0.674673 
哈哈哈哈哈哈哈哈哈	-0.674774 
无线鼠标	-0.674822 
顺顺	-0.674862 
详谈	-0.674925 
检验	-0.674950 
45分	-0.675114 
潮	-0.675141 
面子	-0.675176 
上鲁大师	-0.675252 
换成	-0.675323 
分辨率	-0.675364 
切换	-0.675384 
预案	-0.675406 
17万6	-0.675483 
个游戏	-0.675489 
14.3万	-0.675588 
个不足	-0.675624 
纳税	-0.675723 
白也	-0.675783 
硝烟	-0.676083 
丽	-0.676099 
突击	-0.676297 
短片	-0.676398 
听从	-0.676401 
力度	-0.676502 
同一天	-0.676681 
忧	-0.676689 
屏幕漏光	-0.676712 
洛奇	-0.676715 
笔记本包装箱	-0.676913 
一日	-0.676925 
首屈一指	-0.676966 
拉稀	-0.676982 
邀请	-0.677066 
32秒	-0.677081 
血统	-0.677299 
上语音	-0.677356 
植	-0.677361 
山路	-0.677371 
一群基友	-0.677436 
附带	-0.677461 
纯色	-0.677515 
吭声	-0.677594 
夫人	-0.677609 
上同学	-0.677795 
脸色	-0.677811 
娃	-0.677964 
要人	-0.677989 
九万五	-0.678237 
歪	-0.678270 
助教	-0.678402 
淘宝	-0.678526 
挎	-0.678604 
紧俏	-0.678852 
网上查	-0.678959 
貌似	-0.678972 
高烧	-0.679014 
掉价	-0.679029 
单位	-0.679131 
空间	-0.679147 
显要	-0.679246 
迹	-0.679314 
军工	-0.679508 
重温	-0.679633 
九零	-0.679678 
从前	-0.679741 
入户	-0.679823 
显示	-0.679873 
鞭	-0.679922 
鸡	-0.680023 
辛劳	-0.680092 
的士	-0.680172 
电源适配器	-0.680386 
立刻	-0.680537 
小伙	-0.680615 
陪同	-0.680897 
嗖	-0.681315 
个送来	-0.681391 
大宗	-0.681563 
费品	-0.681574 
达州	-0.681652 
外罩	-0.681744 
个满意	-0.681978 
上神舟	-0.682044 
注射器	-0.682100 
追求	-0.682129 
问心无愧	-0.682160 
屡屡	-0.682237 
个键盘	-0.682306 
全天候	-0.682539 
一概	-0.682643 
定格	-0.682644 
换位	-0.682857 
就便	-0.682956 
存档	-0.682997 
兑	-0.683148 
零卖	-0.683350 
重量	-0.683372 
怀	-0.683375 
吱吱响	-0.683587 
小拇指	-0.683662 
漫	-0.683753 
一丢丢	-0.683976 
好听	-0.684066 
家乡	-0.684167 
根本性	-0.684185 
6.1万	-0.684246 
范儿	-0.684347 
力哈	-0.684395 
接收	-0.684500 
围巾	-0.684534 
群友	-0.684541 
入	-0.684761 
录取	-0.684775 
八节	-0.684782 
份量	-0.684863 
暂且	-0.685003 
耳机	-0.685066 
搬家	-0.685232 
腊	-0.685422 
凑字数	-0.685689 
程序	-0.685753 
待会儿	-0.685852 
友人	-0.685859 
闹腾	-0.685924 
航运	-0.686078 
段子	-0.686100 
春运	-0.686184 
升天	-0.686192 
聚合	-0.686466 
须	-0.686540 
历经	-0.686717 
卖家帮忙	-0.686745 
常识	-0.686877 
还有一张	-0.687073 
第16	-0.687173 
终归	-0.687221 
玩家	-0.687238 
华硕强	-0.687427 
上款	-0.687433 
听取	-0.687518 
老板娘	-0.687547 
个点东西	-0.687704 
个界面	-0.687801 
微量	-0.688112 
脏	-0.688231 
一激动	-0.688391 
明线	-0.688402 
追查	-0.688481 
九分	-0.688499 
个客服人员	-0.688744 
睡醒	-0.688836 
狭	-0.688842 
黑色金属	-0.689090 
毋	-0.689188 
上守望先锋	-0.689263 
华华硕	-0.689358 
发型	-0.689466 
苏宁客服	-0.689496 
妄	-0.689500 
桌面	-0.689653 
代	-0.689731 
将军	-0.690044 
程时	-0.690126 
离谱	-0.690296 
龟头	-0.690437 
用材	-0.690529 
机油	-0.690564 
第３	-0.690688 
直达	-0.690828 
巡洋舰	-0.690854 
便	-0.690888 
担保	-0.690923 
下发	-0.690936 
一回家	-0.691165 
爱罗	-0.691256 
硕果	-0.691410 
龙口	-0.691481 
一电源	-0.691721 
祝微	-0.691764 
个linux	-0.691770 
个cad	-0.691899 
欲罢不能	-0.691920 
爸爸	-0.692026 
破船	-0.692063 
加勒比	-0.692088 
喜闻乐见	-0.692089 
英寸	-0.692207 
清标	-0.692243 
按理	-0.692267 
浅黄	-0.692492 
小动作	-0.692536 
强力	-0.692585 
一万六百	-0.692698 
@电脑收到	-0.692818 
唯独	-0.692912 
太极	-0.692991 
十三秒	-0.693008 
载客	-0.693040 
百里挑一	-0.693058 
图文并茂	-0.693083 
重新	-0.693087 
数十万	-0.693311 
破天荒	-0.693633 
开工	-0.693670 
应该可以	-0.693725 
空空如也	-0.693745 
页面	-0.693886 
上加上	-0.694007 
杨	-0.694163 
侃	-0.694222 
卖价	-0.694224 
抓紧	-0.694322 
潮州	-0.694549 
讯	-0.694612 
齐	-0.694620 
一般而言	-0.694677 
不得了	-0.694700 
至关重要	-0.694727 
晚期	-0.695051 
一测评	-0.695588 
叉	-0.695618 
鏖战	-0.695767 
竖起	-0.695980 
丰年	-0.695988 
报到	-0.696022 
兼容性	-0.696064 
触	-0.696255 
乡下	-0.696463 
个维修	-0.696474 
裤子	-0.696641 
57秒	-0.696773 
台阶	-0.696820 
个平台	-0.696826 
个logo	-0.696931 
工具	-0.696932 
风扇	-0.696987 
飞车	-0.697155 
东莞	-0.697202 
链接	-0.697202 
领教	-0.697603 
马灯	-0.697607 
个键帽	-0.697706 
质量上乘	-0.697768 
键盘背光	-0.697850 
上追加	-0.697851 
中学	-0.698003 
施压	-0.698094 
年夜饭	-0.698318 
排放	-0.698394 
19万6	-0.698519 
文件	-0.698628 
首批	-0.698672 
上很多很多	-0.698777 
没谱	-0.698989 
三不	-0.699037 
上代	-0.699250 
聊	-0.699402 
饱	-0.699426 
薪水	-0.699475 
个亮度	-0.699542 
标点符号	-0.699618 
上守望	-0.699621 
抠	-0.699731 
打开网页	-0.699851 
修业	-0.699856 
个套餐一	-0.699878 
表明	-0.699898 
贸	-0.699949 
剧	-0.699973 
拿腔拿调	-0.700036 
崇洋媚外	-0.700470 
绝非	-0.700535 
啪	-0.700639 
个纸质	-0.700651 
基	-0.700656 
带领	-0.700673 
祈	-0.700763 
呼和浩特	-0.700926 
琴	-0.700990 
战况	-0.701030 
调	-0.701056 
不一	-0.701101 
小戴	-0.701301 
任选	-0.701455 
牵网	-0.701752 
一半	-0.701876 
一版本	-0.701917 
安	-0.702135 
漂移	-0.702161 
三四十秒	-0.702186 
获	-0.702200 
体会	-0.702210 
分神	-0.702336 
森	-0.702337 
艳羡	-0.702482 
和好	-0.702487 
裤衩	-0.702504 
风云	-0.702528 
数目	-0.702545 
部电脑	-0.702749 
个电脑店	-0.702966 
反光镜	-0.703141 
个电器	-0.703156 
上直接	-0.703196 
第五：	-0.703254 
运行游戏	-0.703449 
玩点	-0.703487 
指挥	-0.703630 
二手	-0.703747 
酒	-0.703765 
透光	-0.703858 
到此为止	-0.703918 
架构	-0.703976 
古老	-0.704230 
四五秒	-0.704346 
海底	-0.704380 
顾客	-0.704598 
优先	-0.704659 
盼头	-0.704707 
推	-0.704753 
菊	-0.704781 
杂	-0.704860 
高手	-0.704882 
肇庆	-0.704906 
南	-0.704913 
谈不上	-0.704954 
带走	-0.705035 
四千八百	-0.705038 
开顺丰	-0.705133 
一百	-0.705262 
垫板	-0.705710 
都买戴尔	-0.705716 
炜	-0.706021 
承	-0.706053 
鼠标垫	-0.706184 
连用	-0.706195 
底座	-0.706281 
玩儿	-0.706306 
16万＋	-0.706376 
乘着	-0.706504 
问句	-0.706591 
音色	-0.706775 
上下车	-0.706880 
通话	-0.706978 
拍品	-0.707194 
安利	-0.707225 
脱胎换骨	-0.707228 
一开箱	-0.707418 
全效木	-0.707516 
特制	-0.707641 
变成	-0.707729 
翅膀	-0.707913 
跨入	-0.707989 
汉化	-0.708163 
预装游戏	-0.708340 
深意	-0.708412 
参照物	-0.708530 
载有	-0.708964 
调用	-0.708985 
个预装游戏	-0.709081 
难免	-0.709097 
直辖市	-0.709138 
百分之六七十	-0.709211 
多发	-0.709532 
绰	-0.709581 
心驰神往	-0.709656 
梦三国	-0.709792 
若干	-0.709984 
天机	-0.710063 
走样	-0.710117 
鼻涕	-0.710143 
客	-0.710175 
复原	-0.710281 
技术人员	-0.710288 
头儿	-0.710494 
实战	-0.710622 
接地线	-0.710662 
急速	-0.710709 
系	-0.710748 
应届	-0.710788 
千分之一	-0.710981 
盛宴	-0.711290 
后盖	-0.711392 
聊聊	-0.711437 
上遇到	-0.711463 
剪切	-0.711482 
倒退	-0.711563 
词藻	-0.711570 
通通	-0.711578 
总量	-0.711719 
恪	-0.712176 
销售	-0.712222 
百度	-0.712229 
c盘	-0.712242 
个城市	-0.712625 
撤离	-0.712853 
山歌	-0.712866 
独显	-0.712895 
一经	-0.713016 
英国	-0.713054 
血本	-0.713116 
高三	-0.713171 
抽奖	-0.713172 
盛行	-0.713175 
网站	-0.713275 
剑灵开	-0.713345 
机种	-0.713352 
花里胡哨	-0.713554 
上海滩	-0.713603 
健身	-0.713680 
荞麦同学	-0.713815 
剑灵我	-0.713887 
副作用	-0.714148 
职守	-0.714152 
楠楠晰	-0.714220 
个w10系统	-0.714287 
二十二万	-0.714295 
刻	-0.714324 
味道	-0.714336 
便宜货	-0.714595 
彩电	-0.714646 
自动化	-0.714648 
溪流	-0.714795 
静养	-0.714803 
橙黄色	-0.714806 
别有用心	-0.714873 
生机	-0.714941 
给面子	-0.714969 
美术	-0.715093 
时时刻刻	-0.715097 
神台	-0.715244 
目测	-0.715290 
重叠	-0.715300 
舍弃	-0.715350 
利诱	-0.715464 
上完全	-0.715506 
磁铁	-0.715541 
夜深	-0.715678 
37秒	-0.715745 
别别扭扭	-0.715943 
监督	-0.715958 
上来讲	-0.716024 
指明	-0.716169 
当当	-0.716183 
素真	-0.716186 
热能	-0.716277 
收据	-0.716333 
应用	-0.716362 
完美运行	-0.716364 
终结者	-0.716611 
形态	-0.716751 
形势	-0.716763 
18万6	-0.716803 
白领阶层	-0.716807 
从全屏	-0.716833 
2仟4	-0.716910 
施工	-0.716992 
即日	-0.717343 
作曲	-0.717490 
钻研	-0.717693 
宜博	-0.717764 
一枝独秀	-0.717819 
信仰	-0.717827 
一百一	-0.717947 
演员	-0.717956 
邮寄过来	-0.718004 
斋	-0.718126 
灯饰	-0.718212 
失声	-0.718250 
便捷	-0.718299 
个应用软件	-0.718434 
真爽	-0.718466 
调侃	-0.718472 
针尖	-0.718504 
六七	-0.718559 
廉价	-0.718568 
到头来	-0.718589 
贴切	-0.718639 
致敬	-0.718769 
五六百	-0.718885 
留	-0.718895 
卡屏	-0.719033 
难闻	-0.719071 
达官	-0.719167 
搓	-0.719269 
有感	-0.719269 
国庆节	-0.719370 
暖气	-0.719545 
管控	-0.719604 
吃劲	-0.719720 
呐	-0.719774 
一入手	-0.719839 
无意	-0.719865 
家里人	-0.719878 
刚健	-0.719986 
褐色	-0.720020 
个事实	-0.720117 
彩票	-0.720127 
掌纹	-0.720131 
协同	-0.720177 
开机启动	-0.720327 
薄	-0.720360 
谈谈	-0.720408 
有限	-0.720522 
利索	-0.720579 
窄	-0.720587 
雾里看花	-0.720641 
售卖	-0.720714 
上没法	-0.720796 
星辰	-0.720912 
错字	-0.720913 
单据	-0.720997 
问题可以	-0.721169 
53秒	-0.721243 
套用	-0.721325 
袜子	-0.721421 
十八秒	-0.721447 
挪窝	-0.721449 
家教	-0.721452 
